time,date,title,content
14:37,2025년 1월 24일 금요일,로스 울브리히트 사면 후 첫 메시지…”트럼프는 약속 지키는 사람”,"로스 울브리히트 다크웹 마켓플레이스 실크로드 창립자가 도널드 트럼프 미국 대통령으로부터 사면을 받은 이후 처음으로 침묵을 깨고 23일(현지시각) 입장을 밝혔다. 울브리히트는 자신의 X(옛 트위터)를 통해 ""트럼프는 약속을 지키는 사람""이라며 ""내게 주어진 자유는 트럼프"
14:24,2025년 1월 24일 금요일,DSRV 코스닥 상장 추진···실적 부풀리기 vs 혁신 논란,'코인 활황에 올라탄 실적일 뿐…혁신과 거리 멀어' 비판블록체인 탈중앙화 추세에 밸리데이터 성장 한계 우려도미래가치 증명이 관건…RPC노드 등 신사업 확대로 승부 사진 제공=DSRV최근 코스닥 상장 추진을 선언..
14:20,2025년 1월 24일 금요일,"이노그리드 ""SW·블록체인·클라우드 등 두 자릿수 인력 채용""","상반기 공채 진행&hellip;2월 14일 서류 마감 클라우드 컴퓨팅 및 디지털전환(DT) 전문 기업 이노그리드는 클라우드 인재 확보를 위해 두 자릿수 규모의 공개채용을 실시한다고 24일 밝혔다. 이노그리드의 이번 채용은 지난해 12월 투자 유치에 따른 사업 확산 및 개발 역량 강화, 안정적인 조직 운영"
14:10,2025년 1월 24일 금요일,"코인원, ‘2024년 코인원 이야기’ 공개","[디지털투데이 강진규 기자] 가상자산 거래소 코인원이 코인원 아케이드를 통해 ‘2024년 코인원 이야기’를 공개했다고 24일 밝혔다. ‘2024년 코인원 이야기’는 2024년 1월 1일부터 12월 31일까지의 코인원 웹·앱 고객 활동 데이터를 바탕으로, 고객이 흥미롭게 느낄 만한 다양한 콘텐츠들로 구성한"
14:00,2025년 1월 24일 금요일,"[2025 크립토 인사이트] ""트럼프 2.0시대, 블록체인 게임 핵심은 제도화""","[디지털투데이 이호정 기자] 블록체인 게임 제도화 시대가 열린다. 트럼프 2.0 출범으로 불법도 합법도 아닌 회색지대에 있던 크립토 자산이 법과 제도에 편입되면서 새로운 국면을 맞이할 것이란 전망이 나왔다.장현국 액션스퀘어 대표는 23일 서울 코엑스에서 열린 '2025 크립토 인사이트'에서 ""트럼프 2."
14:00,2025년 1월 24일 금요일,[2025 크립토 인사이트] 금융·게임 플랫폼으로...블록체인 비즈니스 생태계 확산,[디지털투데이 황치규 기자] 디지털투데이가 23일 서울 삼성동 코엑스에서 개최한 '2025 크립토 인사이트 컨퍼런스' 현장. 금융·게임 등 다양한 분야에 걸쳐 블록체인 기반 비즈니스 생태계 확산을 향한 글로벌 유력 프로젝트들의 전략이 대거 공개됐다.이번 행사는 미국 트럼프 정부 출범을 전후로 글로벌 암호
14:00,2025년 1월 24일 금요일,"[2025 크립토 인사이트] ""블록체인 게임, 여전히 해볼 만한 승부...韓 기업들과 협력""","[디지털투데이 황치규 기자] ""한국 기업들과 협력해 블록체인에서도 뛰어난 사용자 경험을 갖춘 고성능 게임을 돌릴 수 있다는 점을 보여주겠다.""레이어1 블록체인 프로젝트인 수이가 2025년 키워드들 중 하나로 게임을 내걸었다. 블록체인과 게임 간 융합 시너지를 결과로 보여준다는 목표다.수이 개발사인 미스틴"
14:58,2025년 1월 24일 금요일,"a16z 3연속 투자 리드 받은블록체인 플랫폼 스토리, 개발자 메인넷 론칭","AI 시대를 선도하는 IP 블록체인 플랫폼 스토리(Story)의 PIP 랩스(PIP Labs)가 1월 21일(미국 현지 시간) 개발자 메인넷(Developer Mainnet)을 론칭했다.스토리는 미국 최대 벤처캐피털 앤드리슨 호로위츠(a16z)가 리드해 1억 4,000만 달러(약 1,900억 원)의 투자"
13:24,2025년 1월 24일 금요일,"사전 판매 종료 임박! 도지젠, 게임파이 시장의 판도를 바꿀까","도지젠(Dogizen)이 텔레그램 게임 생태계를 선도할 차세대 암호화폐로 주목받고 있다. 현재 사전 판매가 막바지 단계에 접어들었으며, 종료까지 단 14일만 남은 상태다. 도지젠은 이미 300만 달러의 투자금을 유치했고, 거래소 상장을 통해 시가총액 급등 가능성이 높아지고"
15:16,2025년 1월 24일 금요일,"워런 美 상원의원, 美 규제기관에 '트럼프 밈코인' 조사 요청","\'반암호화폐\' 성향의 엘리자베스 워런 의원이 \'트럼프 밈코인\' 트럼프 토큰(TRUMP)의 폭등 사건이 갖는 문제를 지목, 미국 규제기관에 트럼프 토큰 폭등 사건에 대한 공식 조사를 요청했다. 워런 의원은 23일 미국 정부 윤리국, 미국 재무부, 미국 증권거래위원회(SEC), 미국 상품거래위원회(C"
15:07,2025년 1월 24일 금요일,"‘NFT 버거’ 보어드앤헝그리, 국내 2호점 개점… 장호준 셰프와 협업 메뉴 선봬",NFT 테마 버거 브랜드 ‘보어드앤헝그리’(Bored&Hungry)가 넷플릭스 요리 경연 프로그램 ‘흑백요리사’로 유명한 장호준 셰프와 협업한 특별 메뉴를 선보인다.보어드앤헝그리…
15:03,2025년 1월 24일 금요일,"이더리움, 월가 공략 본격화… '이더리얼라이즈' 출범","24일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 이더리움 재단이 지원하는 기관 투자자 대상 마케팅 기업 `이더리얼라이즈(Etherealize)`가 출범했다. 이더리얼라이즈는 도널드 트럼프 미국 대통령의 친암호화폐 정책을 기회로 삼아 월가에 이더리움(ETH)의 잠재력을 알리는 것을 목표로 하고"
14:58,2025년 1월 24일 금요일,"리플의 적극적 로비 활동, XRP 전략적 비축 포함 영향 미쳤나?","도널드 트럼프 대통령이 서명한 행정명령 이후 미국 전략적 비축 자산에 XRP가 포함될 가능성이 제기되고 있다. 해당 명령은 디지털 자산 규제를 위한 대통령 직속 실무 그룹을 설립하는 내용을 담고 있으며, 국가 디지털 자산 비축 방안을 검토할 계획이다.   초기 논의에서는 비트코인을 중심으로 한 비축이 예"
15:30,2025년 1월 24일 금요일,"도지코인, 0.3350달러 지지 테스트 중…반등 시점은 언제?","도지코인(DOGE)이 0.400달러 저항선에서 하락한 이후 상승 모멘텀을 되찾기 위해 고군분투하고 있다. 24일(현지시간) 현재 DOGE는 0.3350달러 지지선 근처에서 거래되며, 추가 하락을 막기 위한 지지를 찾고 있다.   암호화폐 전문매체 뉴스BTC에 따르면, DOGE는 최근 0.3880달러와 0"
15:26,2025년 1월 24일 금요일,AI 프로젝트 비판한 머스크에 트럼프 “나도 그래”,도널드 트럼프 전 미국 대통령이 5000억달러(약 716조원) 규모의 인공지능(AI) 인프라 구축 프로젝트 '스타게이트'에 대한 일론 머스크의 비판적 발언을 공감하며 두둔하고 나섰다. 트럼프 전 대통령은 23일(현지시각) 백악관 기자회견에서 머스크의 발언이 프로젝트 자체에
15:21,2025년 1월 24일 금요일,"이방카 트럼프, 본인 사칭 밈코인 비난...법적 대응 검토","트럼프 대통령의 장녀 이방카 트럼프가 24일 자신의 X 계정을 통해 자신을 사칭하고 발행된 가짜 밈코인 프로젝트를 비난했다. 이방카는 \""나는 이 코인과 아무런 관련이 없다\""며 \""내 이름과 초상을 허가 없이 사용하는 것은 내 권리를 침해하는 것\""이라고 말했다. 이어 그는 \""이는 사기적이고 착취적이"
15:12,2025년 1월 24일 금요일,[데일리픽] 암호화폐 행정명령 발표한 트럼프…솔라나 TVL '급증',"■ 트럼프, 마침내 암호화폐 행정 명령 발표...디지털 자산 비축 가능성도 검토도널드 트럼프 미국 대통령이 암호화폐 산업 정책을 수립하도록 하는 행정명령을 발표했다. 여기에는'디지털 자산 비축'(digital asset stockpile) 가능성을 평가하는 것도 포함됐다고 코인데스크 등이 보도했다.트럼프"
15:07,2025년 1월 24일 금요일,"비트코인, 24억원까지 오를 수 있어…이전 강세장 닮았다","[디지털투데이 AI리포터] 비트코인의 현재 가격 추세는 이전 시장 주기, 특히 지난 2015~2018년 주기의 패턴과 밀접하게 유사하다는 분석이 나왔다.23일(현지시간) 블록체인 매체 더 블록에 따르면 가상자산 분석 플랫폼 글래스노드는 과거 비트코인 시장 데이터 분석이 이전 주기 동안의 상당한 성장을 보"
15:07,2025년 1월 24일 금요일,2024년 美 SEC 암호화폐 집행 조치 건수 전년 대비 30%↓,[디지털투데이 AI리포터] 미국 증권거래위원회(SEC) 전 위원장 게리 겐슬러 재임 마지막 해인 2024년 가상자산(암호화폐) 관련 집행 조치 건수가 전년 대비 30% 감소한 것으로 나타났다.24일(현지시간) 블록체인 매체 코인텔레그래프는 코너스톤 리서치 데이터를 인용해 지난해 SEC의 암호화폐 관련 집
16:12,2025년 1월 24일 금요일,"리미틱스(RTX), 도지코인과 XRP의 강점 결합한 신흥 암호화폐로 부상",새로운 암호화폐 프로젝트 리미틱스(Remittix)가 강력한 커뮤니티와 실질적인 유틸리티를 바탕으로 2025년 투자자들의 관심을 끌고 있다. 도지코인(DOGE)의 충성도 높은 커뮤니티와 리플(XRP))가 보여준 기하급수적 성장 잠재력을 결합한 리미틱스는 현재 가장 주목받는
16:11,2025년 1월 24일 금요일,"""비트코인만큼 좋다"" 우르르…주가 180% 뛴 '이 회사' 어디?",글로벌 뷰티 시장에서 한국산 미용·의료기기가 각광받는다. 이에 관련 기업 파마리서치에 대한 투자심리도 달아올랐다. 1년 내 최저가 대비 180%가 넘는 상승률을 기록했다. 주력 제품인 '리쥬란'을 중심으로 안정적인 실적 성장세를 보인 덕이다. 증권가에서는 향후 파마리서치의 실적과 주가를 이끌 모멘텀(상
16:10,2025년 1월 24일 금요일,"빗썸, KB국민은행 계좌 사전등록 시작",가상자산거래소 빗썸은 오는 3월 24일 자정까지 KB국민은행 원화 입출금 계좌 연결 사전등록을 진행한다고 24일 밝혔다.이번 사전등록은 빗썸 원화 입출금 서비스를 KB국민은행으로 전환하기에 앞서 고객들의 원활한 계좌 변경을 지원하는 절차다. 빗썸 사전등록 페이지에서 KB국민은행 계좌를 연결하면 된다. 사
15:50,2025년 1월 24일 금요일,"XRP, 미국 재무부 지갑 개설·머스크 투자설… 가격 급등 신호탄?","미국 재무부의 XRP 지갑 개설 소식이 알려지면서 투자자들의 관심이 급증하고 있다. XRP는 현재 3.16달러에서 가격을 형성하며, 강세 삼각형 패턴을 나타내고 있다.   24일(현지시간) 암호화폐 전문매체 AMB크립토에 따르면, 최근 XRP의 네트워크 가치 대비 거래량(NVT) 비율이 사상 최고치를 기"
